OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
523,818.0,Tectonic,Source: Napa 2014; Old Sonoma Road west of city limits.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:08:30,Zaccone,,,,,,,,,,,,,,,,,,38.28735519,-122.3165568,Y,Pavement,38.28718185,-122.3167648,
150,819.0,Tectonic,Source: Napa 2014; Fractures on-trend with those to north. Crosses dirt road at northeast corner of vineyard with 1-2 cm extension.,,,,,,,,1-2*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.28836177,-122.3172893,N,Soil,38.28836823,-122.3172684,
151,820.0,Tectonic,Source: Napa 2014; Bedrock outcropping along road with fresh fractures and nearby small extensional crack in non-expansive soil between vines.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.28897035,-122.317832,Y,Soil,38.28889847,-122.3178711,
149,821.0,Uncertain,"Source: Napa 2014; Continuation of zone at waypoint, where it crosses lower road. Single extensional crack (0.5-1 cm opening) bifurcates to north.",,,,,,,,0.5-1*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29016613,-122.3195094,N,Soil,38.29016113,-122.3194962,
148,822.0,Uncertain,Source: Napa 2014; Separate fracture alignment subparallel and west of main zone. Extensional crack across path with slight down to west (downhill) vertical displacement and slight inflection in slope.,,,E,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29032253,-122.3196162,Y,Soil,38.29031754,-122.319603,
147,823.0,Tectonic,Source: Napa 2014; Pair of extensional cracks ~1 m apart (~0.5-1 cm openings; ~1 cm right-lateral) crossing dirt road; lost to south in thick grass. ,,RL,,,,,,0.5-1*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29040645,-122.3191356,N,Soil,38.29040146,-122.3191223,1*
128,824.0,Tectonic,"Source: Napa 2014; Extensional crack, slight right-lateral offset, openings up to 2 cm. Roughly trending northwest.",,RL,,,,,,2*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29043,-122.3192,N,Soil,38.29042816,-122.3191986,
129,825.0,Tectonic,Source: Napa 2014; Sinuous extensional crack.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29048,-122.31921,N,Soil,38.29048157,-122.3192062,
130,826.0,Tectonic,"Source: Napa 2014; Extensional crack, up to 3 cm right-lateral offset, slight vertical offset, west side offset upward up to 2 cm.",,RL,W,,,,,,,,F,,,,,,,,,,,,,2*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29049,-122.31922,N,Soil,38.2904892,-122.3192215,3*
131,827.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 5 cm, slight vertical offset, west side offset upward up to 3 cm.",,,W,,,,,5*,,,F,,,,,,,,,,,,,3*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29053615,-122.3192805,N,Soil,38.29053116,-122.3192673,
132,828.0,Tectonic,"Source: Napa 2014; Extensional crack bifurcates, 2 cm openings on western most crack, 3 cm openings on northward trending crack.",,,,,,,,5*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29057048,-122.3193187,N,Soil,38.29056549,-122.3193054,
133,829.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 5 cm, no apparent vertical offset.",,,,,,,,5*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29063152,-122.3193568,N,Soil,38.29062653,-122.3193436,
134,830.0,Tectonic,"Source: Napa 2014; Sinuous extensional crack, openings up to 6 cm, northward trending.",,,,,,,,5*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29070018,-122.3193873,N,Soil,38.29069519,-122.3193741,
135,831.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 10 cm, right lateral offset up to 3 cm, upward vertical offset on western side up to 3 cm.",,RL,W,,,,,10*,,,F,,,,,,,,,,,,,3*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29075741,-122.3194026,N,Soil,38.29075241,-122.3193893,3*
136,832.0,Tectonic,"Source: Napa 2014; Sinuous extensional crack, openings up to 3 cm.",,,,,,,,3*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29076503,-122.3194026,N,Soil,38.29076004,-122.3193893,
137,833.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 2 cm, northward trending, no apparent vertical offset.",,,,,,,,2*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.2908604,-122.3194102,N,Soil,38.29085541,-122.319397,
139,834.0,Tectonic,Source: Napa 2014; Crack.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29098,-122.31948,N,Soil,38.29097748,-122.3194809,
141,835.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 1 cm. Only 1.5 m of exposure underneath leaves and dirt. ",,,,,,,,1*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29098,-122.31945,N,Soil,38.29097748,-122.3194504,
140,836.0,Tectonic,Source: Napa 2014; Crack.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29098,-122.31947,N,Soil,38.29098129,-122.3194733,
138,837.0,Tectonic,"Source: Napa 2014; Extensional crack, openings up to 3 cm.",,,,,,,,3*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.291018,-122.319462,N,Soil,38.29101944,-122.3194504,
80,838.0,Tectonic,"Source: Napa 2014; Cracks near eastern edge of vineyard, near edge of forest. Water line break here; small right-lateral.",,RL,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.2916119,-122.3207759,Y,Soil,38.2916069,-122.3207626,
81,839.0,Tectonic,"Source: Napa 2014; Water line break along zone of cracks. Cracks across vineyard road, small right-lateral.",,RL,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.292261,-122.3211508,Y,Soil,38.29232025,-122.3210983,
83,840.0,Tectonic,Source: Napa 2014; Very small cracks across vineyard road.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.29266,-122.32121,N,Soil,38.29265976,-122.3212051,
144,841.0,Tectonic,Source: Napa 2014; Northern continuation of eastern fracture zone in this area. Crack in ground (~2 cm extension) on south side of paved road; continues south into brush.,,,,,,,,2*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29336,-122.32156,N,Pavement,38.29336,-122.3215637,
82,842.0,Tectonic,"Source: Napa 2014; Cracks across asphalt road, small right-lateral, 1-3 cm of west-side-up. Left-stepping en echelon cracks in vineyard north of road.",,RL,W,,,,,,,,F,,,,,,,,,,,,,1-3*,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.29337736,-122.3215728,Y,Soil,38.29336548,-122.3221207,
123,843.0,Tectonic,"Source: Napa 2014; Sinuous extensional crack, openings up to 6 cm, continues through vineyard to the north. No apparent lateral offset.",,,,,,,,6*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29349,-122.32165,N,Soil,38.29349136,-122.3216476,
124,844.0,Tectonic,"Source: Napa 2014; Crack sinuous, some localized vertical offset at this point, west side up ~5 cm. No apparent lateral offset.",,,W,,,,,,,,F,,,,,,,,,,,,,5*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29355,-122.32166,N,Soil,38.29354858,-122.32166,
127,845.0,Tectonic,Source: Napa 2014; End of sinuous parallel cracks in area.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29361,-122.32166,N,Pavement,38.2936058,-122.3216629,
125,846.0,Tectonic,"Source: Napa 2014; Sinuous crack, west side offset vertically upwards 5 cm. There are two more parallel extensional cracks to the northwest, possibly left stepover. No apparent lateral offset.",,,W,,,,,,,,F,,,,,,,,,,,,,5*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29366,-122.32164,N,Soil,38.29366302,-122.32164,
145,847.0,Tectonic,Source: Napa 2014; Several extensional cracks straddle row of vines. Somewhat left-stepping across 3-m-wide zone; small up on west component (~5-10 cm).,,RL,W,,,,,,,,F,,,,,,,,,,,,,5-10*,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29372,-122.32167,Y,Soil,38.29372406,-122.3216705,
126,848.0,Tectonic,"Source: Napa 2014; Westernmost crack of the two parallel cracks noted. Openings up to 5 cm, slight lateral offset <1 cm.",,RL,,,,,,5*,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29381,-122.32163,N,Soil,38.29380798,-122.3216324,<1*
146,849.0,Tectonic,"Source: Napa 2014; North end of observations, fractures not traced farther north into wooded area.",,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.29386638,-122.3216228,N,Soil,38.29386139,-122.3216095,
347,850.0,Uncertain,Source: Napa 2014; Fracture in pavement at airstrip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21208309,-122.2780055,Y,Pavement,38.21207809,-122.2779922,
342,851.0,Uncertain,Source: Napa 2014; Fracture in pavement at airstrip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21213888,-122.2779717,Y,Pavement,38.2124176,-122.2778015,
583,852.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.2122166,-122.2779216,Y,Pavement,38.2125206,-122.2781296,
344,853.0,Uncertain,Source: Napa 2014; Fracture in pavement at airstrip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawsom,,,,,,,,,,,,,,,,,,38.21228145,-122.2778911,Y,Pavement,38.21227646,-122.2778778,
343,854.0,Uncertain,Source: Napa 2014; Fracture in pavement at airstrip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21232225,-122.2778645,Y,Pavement,38.21237183,-122.2778168,
339,855.0,Uncertain,Source: Napa 2014; Fracture across yellow line at airport strip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21254848,-122.2777156,Y,Pavement,38.21261215,-122.2776566,
345,856.0,Uncertain,Source: Napa 2014; Slight bend in yellow line along airstrip.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21297909,-122.2774628,Y,Pavement,38.21226883,-122.2779236,
349,857.0,Tectonic,Source: Napa 2014; Fractures across entire airstrip through this point.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21501198,-122.2806064,Y,Pavement,38.21501541,-122.2805939,
2186,858.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21631358,-122.2813167,Y,Pavement,38.21630859,-122.2813034,
351,859.0,Tectonic,Source: Napa 2014; Expansion in pavement? Along fault trace.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:08:27,Hudnut/Dawson,,,,,,,,,,,,,,,,,,38.21650813,-122.2814006,Y,Pavement,38.21650314,-122.2813873,
1351,860.0,Uncertain,Source: Napa 2014; Fissures along southeast edge of road. Likely fresh based on absence of infilling or vegetation growth.,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23828956,-122.2941656,Y,Soil,38.23828125,-122.2941513,
1813,862.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33119701,-122.350706,Y,Soil,38.33119202,-122.3506927,
2026,863.0,Uncertain,Source: Napa 2014; Tension crack; intermittent along mapped trend. Minimal separation.,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33159536,-122.3515731,N,Soil,38.33158875,-122.3515625,
1998,864.0,Uncertain,Source: Napa 2014; Vector Length=1.5 cm Vector Plunge=10 deg Vector Azimuth=242 deg.,,RL,E,,330**,,,1.5**,,,H,,,,,,,,,,,,,0.3*,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33160707,-122.3515894,N,Soil,38.33159637,-122.3515854,0.05**
2062,865.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Small cracks in a zone about 3 m wide extending to the house. No damage to the foundation. Separation 1 cm or less. Pure extension.,,,,,,,,1*,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33161281,-122.3511027,N,Soil,38.33160782,-122.3510895,
2061,866.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Extends only for 2 m.,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33171511,-122.3512031,N,Soil,38.33171082,-122.3511887,
2014,867.0,Uncertain,Source: Napa 2014; Vector Length=2 cm Vector Plunge=4 deg Vector Azimuth=217 deg Loc Frac. Azimuth=325 deg.,,LL,E,,325,,,1.9,,,H,,,,,,,,,,,,,0.1,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33176293,-122.3512569,N,Soil,38.33174896,-122.3512573,0.6
2063,868.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Approximately 4 cm separation; only 4 m long.,,,,,,,,4*,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33182036,-122.3509703,N,Soil,38.33181763,-122.3509598,
2027,869.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Zone 1 to 2 m wide.,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33183679,-122.3518431,N,Soil,38.33183289,-122.3518295,
1999,870.0,Uncertain,Source: Napa 2014; Vector Length=3.5 cm Vector Plunge=0 deg Vector Azimuth=265 deg Loc Frac. Azimuth=330 deg.,,RL,,,330,,,3.2,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33186795,-122.3519015,N,Soil,38.33185959,-122.3518906,1.5
2028,871.0,Uncertain,Source: Napa 2014; Tension crack; intermittent along mapped trend. Small zone of tension cracks about 1 m wide. No observable in the roadway.,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33191036,-122.3519725,N,Soil,38.33190536,-122.3519592,
2001,872.0,Uncertain,Source: Napa 2014; Loc Frac. Azimuth=310 deg.,,,,,310,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33194969,-122.3520962,N,Soil,38.33195496,-122.3521118,
2000,873.0,Uncertain,Source: Napa 2014; Zone of tension cracks about 1 m wide. Vector Length=1 cm Vector Plunge=0 deg Vector Azimuth=210 deg Loc Frac. Azimuth=305 deg.,,LL,,,305,,,1,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.3320065,-122.3523363,N,Soil,38.33198547,-122.3523102,0.1
2002,874.0,Uncertain,Source: Napa 2014; 1 m long crack on trend 150. Loc Frac. Azimuth=150 deg.,,,,,150,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33208202,-122.3527965,N,Soil,38.33207703,-122.3527832,
2060,875.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Large cracks in tall grass extend to the southeast into thistles where they are no longer observed. No apparent lateral displacement. However general sense appears to be left-stepping. Difficult to tell in tall grass. Separation 5 cm.,,,,,,,,5*,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33215069,-122.3515147,N,Soil,38.33214569,-122.3515015,
1855,876.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33221264,-122.3515931,Y,Soil,38.33221054,-122.3515778,
2029,877.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Large tension crack with apparent downslope movement to the east.,,,W,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33222889,-122.3516116,N,Soil,38.33222198,-122.3516006,
1856,878.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33223079,-122.3517589,Y,Soil,38.33222198,-122.3517532,
2003,879.0,Uncertain,Source: Napa 2014; Zone of en echelon cracks several centimeters wide wrap around south end of lawn and extend off to the southeast. Vector Length=6 cm Vector Plunge=15 deg Vector Azimuth=58 deg Loc Frac. Azimuth=292 deg Fault Zone Azimuth=282 deg.,,RL,W,,282,,,4.2,,,H,,,,,,,,,,,,,1.6,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33223079,-122.3517589,N,Soil,38.33223343,-122.351738,4.3
1775,880.0,Uncertain,Source: Napa 2014; At SE fence.,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Hudnut,,,,,,,,,,,,,,,,,,38.33224987,-122.3516368,Y,Soil,38.33226013,-122.351593,
1776,881.0,Uncertain,"Source: Napa 2014; At fence line, southeast edge.",,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33226507,-122.351653,Y,Soil,38.33227158,-122.3516235,
2004,882.0,Uncertain,Source: Napa 2014; Vector Length=2.5 cm Vector Plunge=0 deg Vector Azimuth=83 deg Loc Frac. Azimuth=325 deg.,,RL,,,325,,,2.2,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33226507,-122.351653,N,Soil,38.33225632,-122.3516541,1.2
1857,883.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33230424,-122.3518561,Y,Soil,38.33229446,-122.35186,
1953,884.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Prentice/Ponti,,,,,,,,,,,,,,,,,,38.33231302,-122.3519668,Y,Soil,38.33230972,-122.3519516,
2031,885.0,Uncertain,Source: Napa 2014; Left-stepping en echelon cracks; continuous along mapped trend.,,RL,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33235286,-122.3521861,N,Soil,38.33234787,-122.3521729,
1816,886.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.33236049,-122.3518809,Y,Soil,38.3323555,-122.3518677,
1858,887.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Hudnut,,,,,,,,,,,,,,,,,,38.33237436,-122.351887,Y,Soil,38.33237457,-122.3518524,
1859,888.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33247622,-122.3519632,Y,Soil,38.33247375,-122.3519287,
2030,889.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. About 2 to 3 cm down to the east displacement.,,,W,,,,,,,,H,,,,,,,,,,,,,2-3*,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33247622,-122.3519632,N,Soil,38.33246994,-122.3519516,
1860,890.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33255123,-122.3519572,Y,Soil,38.33253098,-122.3519592,
2006,891.0,Uncertain,Source: Napa 2014; Vector Length=4.5 cm Vector Plunge=5 deg Vector Azimuth=72 deg Loc Frac. Azimuth=317 deg.,,RL,W,,317,,,4.1,,,H,,,,,,,,,,,,,0.4,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33255123,-122.3519572,N,Soil,38.3325386,-122.3519516,1.9
1862,892.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33256753,-122.352062,Y,Soil,38.33256531,-122.3520432,
1861,893.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33257412,-122.3520106,Y,Soil,38.33256912,-122.3519974,
2019,894.0,Uncertain,"Source: Napa 2014; Possible cracking, although difficult to tell because of matted grass over the surface. Unclear if this trend continues to where a crack is observed several tens of meters to the southeast.",,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.332597,-122.3531016,N,Soil,38.33259201,-122.3530884,
1817,895.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.33260398,-122.3523238,Y,Soil,38.33259964,-122.3523102,
1863,896.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33260464,-122.3520259,Y,Soil,38.33259583,-122.3520279,
1864,897.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33262221,-122.3520989,Y,Soil,38.33262253,-122.3520813,
2008,898.0,Uncertain,Source: Napa 2014; Vector Length=9 cm Vector Plunge=22 deg Vector Azimuth=245 deg Loc Frac. Azimuth=332 deg.,,RL,E,,332,,,9,,,H,,,,,,,,,,,,,3.4,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33262221,-122.3520989,N,Soil,38.3326149,-122.3521042,0.5
2037,899.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Very small crack less than 0.5 cm wide.,,,,,,,,0.5*,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33262328,-122.3519874,N,Soil,38.33261871,-122.3519745,
2076,900.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. 1 cm separation. Appears to be a reopening of an existing older fracture. No obvious lateral displacement. Trends 003 deg.,,,,,3,,,1*,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33263133,-122.3528824,N,Soil,38.33262634,-122.3528671,
1827,901.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.33264278,-122.3548106,Y,Pavement,38.33263779,-122.3547974,
2075,902.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. About 0.5 cm separation in pavement only. Cannot trace into adjacent soil. Trend 345 deg.,,,,,345,,,0.5*,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33264732,-122.3527636,N,Soil,38.3326416,-122.3527527,
2036,903.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Very large fracture several feet deep and 10 to 15 cm wide separation at surface where the edges have collapsed. Down to the west.,,,E,,,,,10-15*,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33265719,-122.3521409,N,Soil,38.33265305,-122.3521271,
2077,904.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Observed in the pavement only. About 0.5 cm separation. About 4 to 5 m to the west there are cracks in the hillslope heading up toward the vineyard. Trend 010 deg.,,,,,10,,,0.5*,,,H,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33266453,-122.3531598,N,Pavement,38.33266068,-122.3531494,
2038,905.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Meandering; 1 to 2 cm separation.,,,,,,,,1-2*,,,H,,,,,,,,,,,,,,,,,,2014:09:17,Ponti,,,,,,,,,,,,,,,,,,38.33267215,-122.3520812,N,Soil,38.3326683,-122.352066,
1812,906.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:31,Ponti,,,,,,,,,,,,,,,,,,38.33268093,-122.3555431,Y,Soil,38.33267593,-122.3555298,
1866,907.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33269699,-122.3521887,Y,Soil,38.33269501,-122.3521729,
1865,908.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33270251,-122.3521052,Y,Soil,38.33269501,-122.3520966,
