OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
923,691.0,Tectonic,Source: Napa 2014; Crack in soil N10W.,,,,,350,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.3166592,-122.3412074,N,Soil,38.31665421,-122.3411942,
921,692.0,Uncertain,Source: Napa 2014; Crack across dirt road N45W.,,,,,315,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.31674694,-122.3400096,N,Soil,38.31674194,-122.3399963,
922,693.0,Uncertain,Source: Napa 2014; Crack in soil.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.31680034,-122.3399257,N,Soil,38.31679535,-122.3399124,
918,694.0,Tectonic,Source: Napa 2014; Crack in soil.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.317404,-122.341533,N,Soil,38.31740189,-122.3416367,
13,695.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.31837057,-122.3420658,Y,Soil,38.31835938,-122.3420639,
2189,696.0,Tectonic,"Source: Napa 2014; Small tension cracks in soil observable between vineyard rows (~1 cm opening). Pointed out by vineyard manager, who says these cracks run along a trend parallel to and east of fault trace that runs through corral; location approximate. Likely tectonic based on orientation and proximity to clear RL deformation to the west, but cannot be demonstrated directly.",,,,,,,,<1,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.31933499,-122.3420133,N,Soil,38.31933,-122.342,
2,697.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.31963175,-122.3429068,Y,Soil,38.31959915,-122.3429489,
16,698.0,Tectonic,Source: Napa 2014; Pavement break.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.32028,-122.34336,N,Pavement,38.32027817,-122.3433609,
1655,699.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.32323574,-122.3451366,Y,Soil,38.32323074,-122.3451233,
171,700.0,Tectonic,Source: Napa 2014; Fractures here cross roadway by reservoir.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:05,Ponti,,,,,,,,,,,,,,,,,,38.32323955,-122.3451366,N,Soil,38.32323456,-122.3451233,
175,701.0,Tectonic,Source: Napa 2014; Approximately 4 cm right-lateral offset of vineyard row. Row orientation 056. Fault orientation 345.,,RL,,,345,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:05,Ponti,,,,,,,,,,,,,,,,,,38.32341503,-122.3452434,N,Soil,38.32341003,-122.3452301,4.2
179,702.0,Tectonic,Source: Napa 2014; Eastern zone fracture trend 345. Zone appears quite narrow in a single extensional fracture. Perhaps a couple of centimeters or more offset.,,,,,345,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:05,Ponti,,,,,,,,,,,,,,,,,,38.32373165,-122.3453654,N,Soil,38.32372665,-122.3453522,
174,703.0,Tectonic,Source: Napa 2014; On road in vineyard. Approximately 6 cm right-lateral offset of small swale in the path. Offset direction 326. Orientation of fault trend 345. Very little vertical uplift if any.,,RL,,,345,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:05,Ponti,,,,,,,,,,,,,,,,,,38.32440855,-122.3456685,Y,Soil,38.32442856,-122.3456879,6*
9,704.0,Tectonic,"Source: Napa 2014; On InSAR lineament. Very distinct fracture crossing road with a trend of 342. Apparent left-stepping en echelon fracture. Fracture appears mostly tensional with some right-lateral movement. Best estimate for slip vector: 4 cm length; direction 310; plunge 32 to the west. Fracture zone is several meters below the crest of a broad, west facing gentle slope, perhaps an old scarp. The fracture zone can be traced to the south east into the adjoining vineyard, to the north however, it is difficult to follow owing to tall grass. Photos to the southeast and northwest.",,RL,E,,342,,,2.1,,,C,,,,,,,,,,,,,2.1,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.32451366,-122.3457088,Y,Soil,38.3245163,-122.3456802,3.4
929,705.0,Tectonic,Source: Napa 2014; Fault N25W. Slip 4 cm N40W.,,RL,,,335,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.32451366,-122.3457088,Y,Soil,38.32456589,-122.3457489,4*
21,706.0,Uncertain,Source: Napa 2014; Small fracture crossing road. Fracture trend is 110. Tension fracture with approximately 1 cm opening; slip vector 020.,,,,,110,,,1,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,,38.32488369,-122.3452205,Y,Soil,38.32487869,-122.3452072,
176,707.0,Tectonic,Source: Napa 2014; Location of eastern strand opening about 1 cm.,,,,,,,,1*,,,C,,,,,,,,,,,,,,,,,,2014:09:06,Ponti,,,,,,,,,,,,,,,,,,38.32586001,-122.34661,N,Soil,38.32584763,-122.3466034,
15,708.0,Tectonic,"Source: Napa 2014; Fairly prominent crack across trail here. Apparent left step on trend approximately 340. Individual fractures about 350. Opening 2 to 4 cm. right lateral offset is not obvious within the fractures, they appear primarily tensional. However overall left-stepping trend suggests some right lateral displacement. Can be clearly seen to the north across the fence into the vineyard at north end of Alston Park.",,RL,,,350,,,2-4*,,,C,,,,,,,,,,,,,,,,,,2014:09:01,Ponti,,,,,,,,,,,,,,,,,"Dawson, T., Kelson, K., Wesling, J., Hudnut, K. and Ponti, D., 2014, Surface fault rupture associated with the M 6.0 South Napa earthquake of August 24, 2014, in August 24, 2014 South Napa, California Earthquake, section 3: GEER Association Rept. No. GEER-037.",38.32609457,-122.3467288,Y,Soil,38.32610321,-122.3467712,4-5*
930,709.0,Tectonic,Source: Napa 2014; Prominent crack; clear trend east side up 5 cm; consistently up on east side at least 5 cm over a distance of 30 m. Rough estimate 3 cm of right-lateral displacement.,,RL,E,,,,,,,,C,,,,,,,,,,,,,5*,,,,,2014:09:03,Seitz,,,,,,,,,,,,,,,,,,38.32622626,-122.3467853,Y,Soil,38.32619095,-122.3467407,3*
247,710.0,Tectonic,Source: Napa 2014; N84W (az. 276) vector 2.5 cm opening; left-stepping EE cracks strike 345.,,RL,,,345,,,2.5,,,C,,,,,,,,,,,,,,,,,,2014:09:12,Lienkaemper,,,,,,,,,,,,,,,,,,38.32622626,-122.3467853,Y,Soil,38.32617569,-122.3467941,
250,711.0,Tectonic,Source: Napa 2014; Fracture azm. 340; Offset ~5 cm on 24 deg azm line of vine row stakes.,,RL,,,340,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:12,Lienkaemper,,,,,,,,,,,,,,,,,,38.32693283,-122.3471192,Y,Soil,38.32689667,-122.3471451,7.2*
111,712.0,Tectonic,Source: Napa 2014; Four parallel cracks N14W. This is the farthest north mapped point in rupture zone C with certain tectonic rupture.,,,,,346,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:12,Lienkaemper,,,,,,,,,,,,,,,,,,38.32838,-122.34819,N,Soil,38.32838058,-122.3481903,
1814,713.0,Uncertain,Source: Napa 2014; Photo view is to the northwest. Vector length=3; Vector azimuth=237; Vector plunge=0; Fracture azimuth=327; Fault zone azimuth=327.,,,,,327,,,3,,,C,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33190273,-122.3505229,Y,Soil,38.33189774,-122.3505096,0
1815,714.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:11,Ponti,,,,,,,,,,,,,,,,,,38.33270653,-122.3511354,Y,Soil,38.3327179,-122.3511353,
1819,715.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:11,Ponti,,,,,,,,,,,,,,,,,,38.33342418,-122.3517888,Y,Soil,38.33343506,-122.3517532,
2064,716.0,Uncertain,Source: Napa 2014; Tension crack; intermittent along mapped trend.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:18,Ponti,,,,,,,,,,,,,,,,,,38.33375481,-122.3524333,N,Soil,38.33375168,-122.352417,
1821,717.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:11,Ponti,,,,,,,,,,,,,,,,,,38.33380245,-122.352476,Y,Soil,38.33379745,-122.3524628,
1886,718.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:08:29,Hudnut,,,,,,,,,,,,,,,,,,38.33400844,-122.352972,Y,Pavement,38.33396149,-122.3529968,
2101,719.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Longitudinal crack in pavement; separation about 1 cm.,,,,,,,,1*,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33497972,-122.3544821,N,Soil,38.3349762,-122.3544693,
2089,720.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. Fairly prominent crack. Perhaps a small amount of right-lateral displacement.,,RL,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.3352177,-122.3547725,N,Soil,38.33521271,-122.3547592,
2088,721.0,Uncertain,Source: Napa 2014; Left-stepping en echelon cracks; continuous along mapped trend. Can be traced for several tens of meters. Separation about 0.5 cm.,,RL,,,,,,0.5*,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33525981,-122.3547506,N,Soil,38.33525467,-122.3547363,
1808,722.0,Uncertain,"Source: Napa 2014; Tension crack; continuous along mapped trend. Apparent en echelon left-stepping, very small right-lateral offset (~1 cm). There was no real plunge to the slip vector, and there is a slightly uphill facing scarp given that the hill slopes down to the west. Vector length=1; Vector azimuth=248; Vector plunge=0; Fracture azimuth=305.",,RL,,,305,,,0.8,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33535122,-122.3548946,Y,Soil,38.33534622,-122.3548813,0.5
2096,723.0,Uncertain,Source: Napa 2014; Tension crack; continuous along mapped trend. No obvious lateral offset.,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33595511,-122.3560815,N,Soil,38.33596039,-122.3560791,
2023,724.0,Uncertain,Source: Napa 2014; Crack crosses gravel path on trend approximately 310. Fracture extends into soil to the north about 4 m before losing it in the garden.,,,,,310,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33596232,-122.3560928,N,Soil,38.33596039,-122.3560944,
2024,725.0,Uncertain,Source: Napa 2014; Vector Length=2 cm Vector Plunge=5 deg Vector Azimuth=42 deg Loc Frac. Azimuth=313 deg.,,,W,,313,,,2,,,C,,,,,,,,,,,,,0.2,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33597356,-122.3561103,N,Soil,38.33597565,-122.356102,
2022,726.0,Uncertain,Source: Napa 2014; Small crack crossing gravel path. Fracture has only a few millimeters separation; fracture trend 290.,,,,,290,,,,,,C,,,,,,,,,,,,,,,,,,2014:09:22,Ponti,,,,,,,,,,,,,,,,,,38.33602534,-122.3562039,N,Soil,38.33602524,-122.3562088,
61,765.0,Tectonic,"Source: Napa 2014; Kensington Ct. Cracked driveways, asphalt, and sidewalks. Repair in road is possible patched water line break.",,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30589412,-122.3307628,N,Pavement,38.30588531,-122.3307495,
60,766.0,Tectonic,"Source: Napa 2014; Century Drive. Tented sidewalk, axis is east-west.",,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30670665,-122.3316325,N,Curb/Sidewalk,38.30669785,-122.3315964,
59,767.0,Tectonic,"Source: Napa 2014; Sunview Drive. Crack across asphalt left-stepping en echelon N7W, small right-lateral. Sidewalks popped up in several places. Fresh curb and asphalt cracks.",,RL,,,353,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.3071,-122.33178,N,Pavement,38.3071022,-122.3317795,
48,768.0,Tectonic,"Source: Napa 2014; Craigie Court, cracks in driveway and buckled concrete; right-lateral cracks crossing road, N38W. Center line, now repaired, appears to have right-lateral offset. Right-lateral curb offset across street to north.",,RL,,,322,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30792627,-122.3327054,Y,Pavement,38.3079071,-122.3326492,3*
49,769.0,Tectonic,Source: Napa 2014; Tented sidewalk. Other fresh sidewalk damage in area.,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30821838,-122.3328681,Y,Curb/Sidewalk,38.30821228,-122.3328476,
1685,770.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.30916026,-122.3342518,Y,Pavement,38.30918121,-122.3342285,
58,771.0,Tectonic,"Source: Napa 2014; Century Court, many small fresh cracks in curb and driveway. Curb crack <1 cm right-lateral. Brick wall in garden is damaged. Along street, many small sidewalk cracks.",,RL,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30927,-122.33437,N,Curb/Sidewalk,38.30927277,-122.3343658,<1*
1677,772.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.3097007,-122.3352502,Y,Pavement,38.30968857,-122.3353119,
55,773.0,Tectonic,"Source: Napa 2014; Linda Mesa and Scenic. Tented concrete. Asphalt thrust over curb apron at corner, extensional cracks, possible water line break on Scenic and multiple small curb cracks.",,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.3098254,-122.3354294,Y,Pavement,38.30981827,-122.335434,
1681,774.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.3098254,-122.3354294,Y,Curb/Sidewalk,38.30983734,-122.3354492,
1679,775.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.30990435,-122.3355133,Y,Curb/Sidewalk,38.30991364,-122.335495,
56,776.0,Uncertain,"Source: Napa 2014; Scenic Drive. Pavement damaged, overthrust at joint and extended at two joints to the east. Trend N15W.",,,,,345,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.30996323,-122.3345871,Y,Curb/Sidewalk,38.30992889,-122.3345947,
867,777.0,Uncertain,"Source: Napa 2014; Tented sidewalk. No cracking in adjacent soil, curb, or street. Walked in open space and observed no cracks. No evidence of tectonic rupture",,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Rubin,,,,,,,,,,,,,,,,,,38.30996323,-122.3345871,N,Curb/Sidewalk,38.31002426,-122.3346939,
57,778.0,Uncertain,"Source: Napa 2014; Linda Mesa Way, sidewalk tented.",,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31077957,-122.3362656,Y,Curb/Sidewalk,38.3108139,-122.3362656,
1683,779.0,Uncertain,Source: Napa 2014; Compiler note: Google street image from 5/2014 shows similar pop up of concrete panel. Appears to be related to root action - not earthquake related.,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.31077957,-122.3362656,Y,Curb/Sidewalk,38.31081009,-122.336319,
1684,780.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.31079369,-122.3370203,Y,Curb/Sidewalk,38.31082153,-122.3370056,
54,781.0,Tectonic,"Source: Napa 2014; Linda Mesa Way, damaged curb, small curb and driveway cracks across street. Curb displaced right-lateral 20 mm, 26 mm vertical on N10W trending crack. Compiler note: upthrown side inferred from photo.",,RL,W,,,,,,,,D,,,,,,,,,,,,,2.6*,,,,,2014:09:11,Prentice/Sickler,,,,,,,,,,,,,,,,,,38.31080642,-122.3367283,Y,Curb/Sidewalk,38.31081772,-122.3367157,2*
1682,782.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.31086898,-122.3360481,Y,Pavement,38.31087112,-122.3360519,
195,784.0,Tectonic,"Source: Napa 2014; A short, wide (~2 cm) crack between vine rows.",,,,,,,,2*,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.28495,-122.32095,N,Soil,38.28495407,-122.3209457,
197,785.0,Tectonic,Source: Napa 2014; West end of distributed zone of fractures crossing Old Sonoma Road.,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.28536,-122.32134,N,Pavement,38.28536224,-122.3213425,
196,786.0,Tectonic,Source: Napa 2014; East end of distributed zone of road-spanning fractures crossing Old Sonoma. ,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.28551233,-122.3211264,Y,Pavement,38.2854538,-122.3210678,
75,787.0,Tectonic,Source: Napa 2014; Cracks east of winery parking area.,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.28628723,-122.3219726,Y,Soil,38.28628922,-122.3219681,
76,788.0,Tectonic,"Source: Napa 2014; Left-stepping en echelon cracks near reservoir in vineyard, small left-lateral.",,LL,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.28746061,-122.3228321,Y,Soil,38.2874794,-122.3228378,
77,789.0,Tectonic,Source: Napa 2014; Left-stepping en echelon cracks across vineyard road north of reservoir.,,RL,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.28821571,-122.3234432,Y,Soil,38.28820419,-122.3234253,
78,790.0,Tectonic,"Source: Napa 2014; Cracks across vineyard road, right-lateral estimate about 5 cm.",,RL,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.2888707,-122.3239204,Y,Soil,38.28887177,-122.3239136,5*
79,791.0,Tectonic,"Source: Napa 2014; Cracks across vineyard rd, small right-lateral.",,RL,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.29043967,-122.3247473,Y,Soil,38.29044724,-122.3247375,
84,792.0,Uncertain,Source: Napa 2014; Small cracks in goat pasture.,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.29476,-122.32566,N,Soil,38.29475784,-122.3256607,
85,793.0,Tectonic,Source: Napa 2014; Right-lateral cracks up hill.,,RL,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Prentice/Hecker/Sickler,,,,,,,,,,,,,,,,,,38.29583095,-122.3261546,Y,Soil,38.29582596,-122.3261414,
327,794.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:08:27,Hecker,,,,,,,,,,,,,,,,,,38.29583095,-122.3261546,Y,Soil,38.2960701,-122.326622,
187,795.0,Uncertain,"Source: Napa 2014; 1-2 meter-wide zone of extensional cracks (~<1 cm openings, no right-lateral apparent). Trend: 311-312.",,,,,312,,,<1*,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29869434,-122.3295034,Y,Soil,38.29867935,-122.3294601,
188,796.0,Uncertain,"Source: Napa 2014; Trend 290, continues northward into shrubs and trees associated with drainage.",,,,,290,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29888,-122.32968,N,Soil,38.29887772,-122.3296814,
191,797.0,Uncertain,Source: Napa 2014; Very short (~0.5 m) isolated crack in dirt with ~2 mm opening. Trend 297.,,,,,297,,,0.2*,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29918671,-122.3300781,Y,Soil,38.29918671,-122.3300781,
190,798.0,Uncertain,"Source: Napa 2014; Short (~1.5 m) crack through row of vines, ~2 mm opening. Trend 297. Fracture zone is intermittent at best.",,,,,297,,,0.2*,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29934429,-122.3303737,N,Soil,38.29933929,-122.3303604,
189,799.0,Uncertain,"Source: Napa 2014; Short (~3 m) length of open cracks through vineyard at base of hillslope (break in slope). Trend 268, fracture zone is intermittent at best.",,,,,268,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29940151,-122.3302669,N,Soil,38.29939651,-122.3302536,
192,800.0,Uncertain,"Source: Napa 2014; Few, meter-long zone of cracks (with a few mm wide openings) crossing open hillside, trend 297. South end of ~10-m-long crack upslope.",,,,,297,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29983,-122.331,Y,Soil,38.2998848,-122.3309784,
194,801.0,Uncertain,Source: Napa 2014; North end of ~10-m-long crack upslope.,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,2014:09:12,Hecker,,,,,,,,,,,,,,,,,,38.29985,-122.33108,N,Soil,38.29985046,-122.3310776,
143,802.0,Uncertain,Source: Napa 2014; Extensional crack between vines just south of where fractures cross east-west road along property boundary. Can't trace fractures any farther south through vineyard.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:19,Hecker,,,,,,,,,,,,,,,,,,38.28188428,-122.3151286,N,Soil,38.28187943,-122.3151016,
663,803.0,Tectonic,Source: Napa 2014; At property boundary.,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.28194926,-122.315155,Y,Soil,38.28194427,-122.3150177,
665,804.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.28244899,-122.315153,Y,Soil,38.28250504,-122.3150024,
1830,805.0,Tectonic,"Source: Napa 2014; Vector length 6 cm, vector azimuth 130, fracture azimuth overall is 358. Plunge is 5. Normal oblique, up on the west side.",,RL,W,,358,,,4.5,,,F,,,,,,,,,,,,,0.5,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.28244899,-122.315153,Y,Soil,38.282444,-122.3151169,4
664,806.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.2825291,-122.3151683,Y,Soil,38.28252411,-122.315155,
1697,807.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:10:03,Seitz,,,,,,,,,,,,,,,,,,38.28424033,-122.3152574,Y,Soil,38.28420258,-122.3152161,
1845,808.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.28424033,-122.3152574,Y,Soil,38.28421402,-122.3152237,
667,809.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.28427974,-122.315243,Y,Soil,38.2842865,-122.3152771,
1847,810.0,Tectonic,"Source: Napa 2014; Prominent uphill facing scarp here. No apparent lateral offset, about 6 cm of vertical offset and 3 to 4 cm extension.",,,W,,,,,3-4*,,,F,,,,,,,,,,,,,6*,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.28427974,-122.315243,Y,Soil,38.2842865,-122.3152695,
668,811.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.2846087,-122.3151654,Y,Soil,38.28460693,-122.3151398,
1844,812.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.28466073,-122.3152135,Y,Soil,38.28465652,-122.3151855,
669,813.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.28496423,-122.3153306,Y,Soil,38.28499985,-122.3152237,
1843,814.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.28556662,-122.3156591,Y,Soil,38.28556442,-122.3156509,
671,815.0,Tectonic,Source: Napa 2014; nan,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.28560788,-122.3156715,Y,Soil,38.28561401,-122.3155823,
1846,816.0,Tectonic,Source: Napa 2014; Fractures cut across road here. Offsets on fractures indicate approximately 5 cm of right-lateral motion parallel to fault.,,RL,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:10:15,Ponti,,,,,,,,,,,,,,,,,,38.286191,-122.3157982,Y,Soil,38.28619385,-122.3157959,5*
672,817.0,Tectonic,Source: Napa 2014; About 5 cm right-lateral.,,RL,,,,,,,,,F,,,,,,,,,,,,,,,,,,2014:09:16,Dawson,,,,,,,,,,,,,,,,,,38.286191,-122.3157979,Y,Soil,38.28612137,-122.3158951,5*
